0,3094.7799291967895
1,4441.3157159245911
2,791.19507091262687
3,3527.855067975911
4,2097.1657939865781
5,4652.5086591337495
6,3020.1839240576346
7,2611.5554645476686
8,225.62436044416825
9,423.73574751398075
10,3818.815521655139
11,4390.5345509759718
12,3467.9574765302223
13,86.3352138371433
14,2385.6257600382287
15,2689.0627309985289
16,2429.9644138246263
17,3045.9481833989103
18,4885.4188412702624
19,4484.4410679758175
20,3783.3730343528459
21,2653.2428203129275
22,-44.281326748045785
23,1923.0062549949148
24,494.02636023775813
25,3947.6681298813692
26,699.61747208812744
27,4631.7287899196863
28,2779.5914427482498
29,973.73638258807011
30,3492.6595470634688
31,1540.4036015357856
32,4867.9014393960388
33,4681.7510600983887
34,4865.6182394601301
35,305.08183080321129
36,404.03763171267451
37,351.81092351105065
38,3760.3249656005351
39,4735.0320031248984
40,1233.1042432145778
41,4121.0230230572142
42,2622.871174782153
43,4589.637221835048
44,3128.8411311862878
45,3296.886740078643
46,1501.2719611115774
47,977.71579929140739
48,3372.3762180294189
49,3424.5498696451064
50,3743.1590215348783
51,2949.4136750949151
52,3162.2201102294134
53,4857.154763963099
54,751.01244476887712
55,2281.3811270551387
56,459.26629605985192
57,3664.4357537227106
58,2157.1362702505558
59,3823.9184678053425
60,706.6823016888809
61,482.85275179558676
62,3388.2895542833435
63,2070.4611999645081
64,2589.8337133583354
65,1538.3526344321976
66,4467.2172567021007
67,3447.8537485379825
68,2528.3806143332349
69,4237.2340351879402
70,1584.2875806141114
71,4602.3222336256158
72,3480.3320316461363
73,4382.4421079957665
74,5029.7421107202381
75,1990.4773737839525
76,2046.9611536961934
77,467.17893204511148
78,602.18152765888351
79,1229.1109541695605
80,163.85930525096762
81,1003.7734383351794
82,4649.7844567993789
83,2870.0154895804108
84,2947.007870449067
85,3955.2067799668357
86,4082.2509785353659
87,1485.9993538055639
88,2603.5101609198032
89,4420.65025884227
90,197.51930602222581
91,623.50746117080314
92,3548.5282906756056
93,3750.9174085285472
94,2276.0380357958211
95,3000.6235534702114
96,616.00094060652509
97,4141.0783557745244
98,2720.2005675318683
99,1490.0114234464806
