0,4668.1123182901338
1,4246.3223775923416
2,4369.5131848991423
3,4789.3904711968271
4,855.87775511426992
5,4619.9107350354316
6,3908.8709839226544
7,1772.6971548171023
8,3787.3153049609255
9,1553.5036455447116
10,3171.3953312163194
11,2482.7211845104148
12,4289.6963732520544
13,4798.0004290933048
14,1273.4317975000238
15,1806.6863796898172
16,3735.5344644812785
17,2638.4375019139347
18,3265.4858199345349
19,1793.405262520364
20,3949.1988803130316
21,4547.1246496827689
22,3146.2598971854991
23,3541.7230664761778
24,2103.9951325034153
25,3868.6609322417494
26,2563.6452412346134
27,3936.3562737648667
28,2383.9989261011001
29,3191.3909261670037
30,466.67254550934945
31,3711.0985977351061
32,1178.4990310617409
33,4487.2753950963452
34,2489.4923797211218
35,2202.5214705644976
36,3718.248480403136
37,774.88456896072512
38,4692.2683693913614
39,3135.3262680526841
40,812.40493936705752
41,3843.2158617042755
42,3753.074122251106
43,3170.9600570968969
44,2685.8345639767199
45,2774.2114452101496
46,728.94082839448163
47,3789.4782791093548
48,3184.3103462706595
49,3256.9435422006231
50,2701.4199420024356
51,678.01194880076639
52,739.37143330649633
53,2059.4756330113496
54,1810.7046805853618
55,1657.4377523863079
56,1354.895908560097
57,3818.3982576863668
58,1682.4698188113007
59,3142.7099968890093
60,4938.4868448337293
61,4132.1694578775714
62,2157.4476314164795
63,3337.2776634995143
64,4100.20453459088
65,3082.1678966832283
66,564.33214682709593
67,778.77723588831941
68,4111.6418420313621
69,1362.2485323028318
70,3925.6189109783413
71,3921.6825868902279
72,3873.9583166907832
73,1864.4834050822685
74,3961.2999830017288
75,3213.9355798233573
76,1429.6959695027858
77,842.80492271400544
78,2412.4912151080857
79,3967.7182806676669
80,3188.6702441618322
81,3163.9396603298919
82,2403.6933533091637
83,2606.1913060084134
84,2346.9414940170736
85,3333.4570429642854
86,2849.740668040778
87,2406.517911463211
88,4683.461764875572
89,1877.3959889417738
90,2789.684609935352
91,3711.666306225794
92,1261.3968150763749
93,1086.6120501343526
94,4499.098127023246
95,797.94288830589289
96,1316.1580802286694
97,4236.7082931193445
98,2209.3843656884123
99,3185.2662804416746
